path,size,crc32,sha256,zip_datetime,encoding_observed
ANIMO_testbank/CranMais/animo.ini,364,c6c32da3,5d1f62faf62747b7d91d3e9199e33954e3038ddd005259f32a8bca95f0c82bb8,2012-09-04T13:17:34,utf-8-sig
ANIMO_testbank/CranMais/Input/BOUNDARY.INP,2091,e5386490,06e4c503885c60e84731fb26cbd61bcf5bcecf4b1a4da7d5eaaf8759310f376e,2004-06-23T14:33:04,utf-8-sig
ANIMO_testbank/CranMais/Input/GENERAL - Copy.INP,2556,8793d8e4,77193ea47ed90ca70163af53326d8182aca41174ad244164377c7f3b74b91538,2012-08-30T14:01:40,cp1252
ANIMO_testbank/CranMais/Input/GENERAL.INP,9244,b146218e,e514e50020f7d73d2695b359c4b956117b0161d862c375f03a3ae8b95ca43029,2026-08-11T14:51:28,utf-8-sig
ANIMO_testbank/CranMais/Input/Initial.inp,6599,52693a3f,8df3d78e830f344bc315d4dff2ae4c1ee4d6e959a07ba7d112e4105e6fbbb201,2012-09-04T15:03:38,utf-8-sig
ANIMO_testbank/CranMais/Input/MANAGEMENT.INP,4753,f4006a35,61458d7e849fd5e181133d62d0abc8f9b0eb2dbe0b0d45bdb3adf03e488446da,2012-08-30T13:59:22,utf-8-sig
ANIMO_testbank/CranMais/Input/MATERIAL.INP,4246,95ec223f,25dcaf867e640dab57c60259c469dd925a30d53fa65d7a16886d078546f8bafb,2012-09-04T14:59:06,utf-8-sig
ANIMO_testbank/CranMais/Input/MATERIAL_oud.INP,10539,bbddfb56,907f10782b7d7fdad11002c147a99c11b8fbf68e819e61d2fb91041e9b793365,2005-12-12T17:41:52,utf-8-sig
ANIMO_testbank/CranMais/Input/PLANT.INP,2400,3725bfc4,2a27d9aa87f8592eab4fa4183bf12fc35870b79392f78d9f920b63281b828b20,2019-01-21T14:38:02,utf-8-sig
ANIMO_testbank/CranMais/Input/SOIL.INP,3213,477b15a4,c54300dd4b81130a5709c727bdabf4a30b7919c4e20f0659daa1dec73e5d03d0,2012-09-04T14:54:22,cp1252
ANIMO_testbank/CranMais/Input/Swatre.unf,1815011,3c8b4396,538827d517f7be4c060e2d62131e1942f8e0e76fdeae49dc0268486984cc9eaf,2003-02-21T19:22:34,binary_or_unknown
ANIMO_testbank/CranMais/RunCranMais.bat,113,13666db1,b425e6e15750a3fec24202f90ceca4ad8423c9124c7382f5960a95a3bfe4772c,2019-01-21T13:25:58,utf-8-sig
ANIMO_testbank/GHGMais/animo.ini,329,a6d67df1,1259cb35b191a40da55d234264a456653d82c85fc918754c88b859b973eb6024,2026-07-28T10:52:16,utf-8-sig
ANIMO_testbank/GHGMais/Input/boundary.inp,1619,43e832c0,c867ae6e3edcd2e6fcdf899e864046f4c88863a692489ee4938e47efa884a1bc,2025-07-02T12:12:30,utf-8-sig
ANIMO_testbank/GHGMais/Input/general.inp,9310,66c1d7f9,0210c9529ae90178412154aa40cf74b44872129a646ad933857650448220224f,2026-09-02T17:30:46,utf-8-sig
ANIMO_testbank/GHGMais/Input/initial.inp,22699,15087143,93d2ac920f614b2a92f5b85f83cc1c6678403baaa6afdfdba54f8a5ddca851a8,2025-07-02T12:12:28,utf-8-sig
ANIMO_testbank/GHGMais/Input/management.inp,3545,76d6f441,d39285b57d712868af8d042ef2efe72fa9a9855ac216b324d369ac8f3e610276,2025-09-15T12:04:24,utf-8-sig
ANIMO_testbank/GHGMais/Input/material.inp,8793,4beed568,65bd1870d42b33008b45edd1d928a6f42d9b10bd9a01acca535f0af891745804,2025-09-15T15:56:10,utf-8-sig
ANIMO_testbank/GHGMais/Input/plant.inp,1876,5655be0b,df5d5605bbdac03fad40a4a02274d756c1564e6e1615d55ec26931d2373c158f,2025-09-15T15:49:42,utf-8-sig
ANIMO_testbank/GHGMais/Input/result.bun,4178832,a4b31fb1,cd4202745ee8a9ccd890e6aa6d3f551ff3bb80041efd178aedb3f5f4bbe002e2,2026-07-28T11:16:28,binary_or_unknown
ANIMO_testbank/GHGMais/Input/result_crop_ext.inp,365445,914ce9cd,075a3a612df2b8745d3eda65eac7c56d6c37eb2beea5b91e4cb6dc1edb526679,2025-09-15T15:37:22,utf-8-sig
ANIMO_testbank/GHGMais/Input/soil.inp,3277,aecb0297,6a07157f64c0913f977487c1719794c1126416646b0b329ce39940935601f760,2026-07-28T10:57:52,utf-8-sig
ANIMO_testbank/GHGMais/runanimo.bat,209,d860068e,f751bc72630302fd24637923ae7e6e1c119ce68f4f5e1424ccd0434dd081d8b5,2026-07-28T15:49:52,utf-8-sig
ANIMO_testbank/GrassPeat/animo.ini,364,c6c32da3,5d1f62faf62747b7d91d3e9199e33954e3038ddd005259f32a8bca95f0c82bb8,2012-09-03T16:41:32,utf-8-sig
ANIMO_testbank/GrassPeat/Input/boundary.inp,2520,54d1a94f,c76a21c3178e578eee6eb172bb618825ddb9540805cf5d01b41d91b35eaaf000,2012-09-03T12:50:36,utf-8-sig
ANIMO_testbank/GrassPeat/Input/CHEMPAR.INP,8627,fc481a63,604bdba5945d2f68cb2d7ba37eb60cc3accd7f5928dbb0d6dc7c347682ba9f63,2012-09-03T13:03:06,utf-8-sig
ANIMO_testbank/GrassPeat/Input/Crop_ext.inp,55124,23bf12fc,7629017f8f8aed3a984c778b9b4040e478934f9042e4420ec637b079a75da7da,2012-09-03T16:01:32,utf-8-sig
ANIMO_testbank/GrassPeat/Input/GENERAL.INP,10726,317b685a,0419e1db081f954f3e106c024aab96ef8f3ef3105b85e7b92d160860c56d0a6d,2026-09-04T12:44:30,utf-8-sig
ANIMO_testbank/GrassPeat/Input/INITIAL.INP,18099,dd1af10e,969301b01c1d5e08aec70c9ad7f30a6a2d24555f4e2d8ea1acb1b557adc97753,2012-09-03T16:16:10,utf-8-sig
ANIMO_testbank/GrassPeat/Input/Management.inp,145781,52c8fdd2,f1d04517711995ba1e4024dd6074220eaa9f4d1f0ae001383467c6e0e4c7bd2a,2012-09-03T16:22:02,utf-8-sig
ANIMO_testbank/GrassPeat/Input/MATERIAL.INP,6123,5ec721d2,aaa2599c7d8d475feceb98b6b64568347b18a7b4ee58b38170b1637975cce62c,2012-09-03T16:23:20,utf-8-sig
ANIMO_testbank/GrassPeat/Input/MATERIAL_oud.INP,11159,6e95647e,e062a03cd08ea0eb36bae73088d75c1531fa07015221c7ee99f5c3b4c1f8cedb,2008-06-23T15:11:28,utf-8-sig
ANIMO_testbank/GrassPeat/Input/Plant.INP,1248,eefe28e5,7d7838dfba68a16500aa71d5f0503d8862e751ab5c6bf82d3fb1e5a3092598b9,2019-01-21T14:55:36,utf-8-sig
ANIMO_testbank/GrassPeat/Input/SOIL.INP,3923,68577334,1bb89964a0a44b969702193917e88bf422eb8e9c8b0a3e6773f784bdbe2ee354,2012-09-03T16:43:34,cp1252
ANIMO_testbank/GrassPeat/Input/SWATRE.UNF,493464,c1fc9020,a382bde83c6c14fad9693e1957084ff80d4bb93e7b6b5cd3565a6e2bbd469104,2011-09-26T09:32:24,binary_or_unknown
ANIMO_testbank/GrassPeat/RunGrassPeat.bat,113,13666db1,b425e6e15750a3fec24202f90ceca4ad8423c9124c7382f5960a95a3bfe4772c,2019-01-21T14:40:54,utf-8-sig
ANIMO_testbank/LWKM_gras_1040.2021.2045/animo.ini,328,b0dca0e5,c3f161b6f5ca3cba61c41cd195cc25e258c2bb791a2ef9803f29e9dfdd33f9da,2026-07-10T12:12:54,utf-8-sig
ANIMO_testbank/LWKM_gras_1040.2021.2045/input/boundary.inp,2552,a07e78b2,546aedc1987ad3000d43c3d2e0266725d11b264eef2b0993301ceffe5d5a1887,2024-10-28T14:26:00,utf-8-sig
ANIMO_testbank/LWKM_gras_1040.2021.2045/input/CHEMPAR.INP,1327,18963c40,b591c59110ce33dfc0ff7ad55e57431b7335d9c4834b4a283a0c8d26ae275c3d,2020-09-18T10:23:06,utf-8-sig
ANIMO_testbank/LWKM_gras_1040.2021.2045/input/Crop_ext.inp,90278,e0cdf960,6aeeb49e0b1d698148e026068ea4d9e85c59609c84f1aac92f4774bcaab4f0f1,2024-10-28T14:26:10,utf-8-sig
ANIMO_testbank/LWKM_gras_1040.2021.2045/input/GENERAL.INP,10106,18846ae7,e511f8a222f2e12959683429fb31008a420856aa476e578a1fe2e6b525914120,2026-07-10T12:15:46,utf-8-sig
ANIMO_testbank/LWKM_gras_1040.2021.2045/input/GG2.INP,2051,2b6f7223,98f742e5e468689e88f522dafa94a47d68b77c36592db673bb0416aa9313194a,2024-10-28T14:26:08,utf-8-sig
ANIMO_testbank/LWKM_gras_1040.2021.2045/input/INITIAL.INP,21248,9b9689a0,0e6bb1d30c46c3aa8c7dcd077c06845afebcb6bd8b576c0df24e037382dfa483,2024-10-28T14:26:04,utf-8-sig
ANIMO_testbank/LWKM_gras_1040.2021.2045/input/Management.inp,293418,62294714,bbfa83721eaaa7deb23d4d09f7f263964ba842a917ef6d4d58454e56f7309493,2024-10-28T14:26:04,utf-8-sig
ANIMO_testbank/LWKM_gras_1040.2021.2045/input/MATERIAL.INP,6999,b9e3c107,bff4402c2f006dcb2b30993024f149ed786db534b5507b0c7ccb0584c1a162e9,2018-12-14T12:32:08,utf-8-sig
ANIMO_testbank/LWKM_gras_1040.2021.2045/input/Plant.INP,1258,cf142120,a7303c4f45a1f2ac525cf8f15b132c1bc44f81ceb37bbdcb5f5af2c26d4958d1,2016-07-08T14:08:08,utf-8-sig
ANIMO_testbank/LWKM_gras_1040.2021.2045/input/SOIL.INP,3292,f3f99083,57f2173723172bb5f92621786f7a49b23b8f497ee3554f25a36ea19ae0968f3c,2024-10-28T14:26:04,utf-8-sig
ANIMO_testbank/LWKM_gras_1040.2021.2045/input/SWATRE.UNF,2388124,b0e8c77c,b48c6aaac1c3bdcac8883f227346a22eb97e60df0997f09080fa0fac9118c34c,2022-06-27T17:39:12,binary_or_unknown
ANIMO_testbank/Puitmijn_Cranendonck_60/animo.ini,300,2ea9ff0a,07910ceda59238825a9dbdf27f6193eb181835856a4103f70c4daed29f77095c,2026-07-02T13:17:16,utf-8-sig
ANIMO_testbank/Puitmijn_Cranendonck_60/input/animo.ini,343,ef2284f1,387559fd8d9faf02375e9d2ba4cab05ae637c80e9b82604043bd137e46d08f8f,2019-01-28T12:50:28,utf-8-sig
ANIMO_testbank/Puitmijn_Cranendonck_60/input/BOUNDARY.INP,1036,8f76d96f,37af1cb46b55cd5cd1758c1376292f256ff9f30cb40f38cf1368a32bafc8bb38,2019-01-17T15:08:28,utf-8-sig
ANIMO_testbank/Puitmijn_Cranendonck_60/input/CHEMPAR.INP,9405,ad37a928,f919d37ca1fd3b253b71758f25bbdab1a8dceb3dac86e9c28bb7105e812c6fb4,2019-05-16T15:07:56,utf-8-sig
ANIMO_testbank/Puitmijn_Cranendonck_60/input/CHEMPAR_recfdesho-stone-stone-car_pacxfaho2-heleprofiel-0.000008.INP,9405,ad37a928,f919d37ca1fd3b253b71758f25bbdab1a8dceb3dac86e9c28bb7105e812c6fb4,2019-05-16T15:07:56,utf-8-sig
ANIMO_testbank/Puitmijn_Cranendonck_60/input/GENERAL.INP,13263,0a61d2e8,8e154c9e45f4547b84b8c794ae26ab16b289044c90ead440d38fdfce29525360,2026-08-10T15:00:12,utf-8-sig
ANIMO_testbank/Puitmijn_Cranendonck_60/input/GENERAL_PsorpPools.INP,13263,b07bf84a,6441e2c8899f12d173f186d405e9fd89159d45d6be5de3879892a1fdec927870,2019-11-11T14:43:38,utf-8-sig
ANIMO_testbank/Puitmijn_Cranendonck_60/input/GENERAL_yearbal.INP,13214,63daa4e6,f6bc550ed627d660b8390b10d271bd812aa367a38867a7a6300c02cf21875d71,2019-04-04T10:00:08,utf-8-sig
ANIMO_testbank/Puitmijn_Cranendonck_60/input/GENERAL_zonderOutput PsorpPools.INP,13214,89851318,6961270815fc4f2fa08300c5eb4dd3f5feac8fc2a74f15fbef4b2954bc974414,2019-05-21T13:34:42,utf-8-sig
ANIMO_testbank/Puitmijn_Cranendonck_60/input/initial.inp,12002,1b41213d,2ac8083fba3251c50af6637065bd38fb3c13cf782ccf9921968293ec181014ee,2019-11-11T14:44:52,utf-8-sig
ANIMO_testbank/Puitmijn_Cranendonck_60/input/initial.out,12002,e34d12ab,1dba5ba4b644dc8aecb34fed22995d6c550c0ea994cbb1af85866d26ae35e209,2019-11-11T14:45:00,utf-8-sig
ANIMO_testbank/Puitmijn_Cranendonck_60/input/initial_komtstraksuitprerun.inp,12002,0085d5d8,4864d67a4d931e615c004fd7d2909c845d12de63baee3bc29465d4bfe1b71878,2019-03-21T17:31:32,utf-8-sig
ANIMO_testbank/Puitmijn_Cranendonck_60/input/MANAGEMENT.INP,3706,33c6e758,f50544ec1e6af4ea8a5778daa5a4d0ec7b9b826e449ffed5b3ac632e7fd8187b,2019-01-28T15:35:16,utf-8-sig
ANIMO_testbank/Puitmijn_Cranendonck_60/input/MATERIAL.INP,5948,c56ad90b,4d819d038e4fa119bc1bfe913d5e50db01ac3cd3dcfa8f432a8121933edc6550,2019-04-16T11:11:24,utf-8-sig
ANIMO_testbank/Puitmijn_Cranendonck_60/input/PLANT.INP,4915,e7f69eac,3e4d428c4b577c054ccb2320c33ceed4e284b9266f6f48e68c4414af2fb9de16,2019-05-07T11:19:42,utf-8-sig
ANIMO_testbank/Puitmijn_Cranendonck_60/input/PLANT_pofrshmi0026_pofrshma0035.INP,4915,e7f69eac,3e4d428c4b577c054ccb2320c33ceed4e284b9266f6f48e68c4414af2fb9de16,2019-05-07T11:19:42,utf-8-sig
ANIMO_testbank/Puitmijn_Cranendonck_60/input/SOIL.INP,1699,aa3315dd,773a351f0e99efb0e463d94a3dd21917763b8a703f853266584fcc28c8f539a0,2019-01-28T14:46:04,utf-8-sig
ANIMO_testbank/Puitmijn_Cranendonck_60/input/swap.bun,3331948,c2a14493,6a808ebabd52ee15debb4c0dc5289453a2677f5092196adc2c0647519db480df,2019-01-24T16:58:36,binary_or_unknown
ANIMO_testbank/RuurloGrass/animo.ini,364,c6c32da3,5d1f62faf62747b7d91d3e9199e33954e3038ddd005259f32a8bca95f0c82bb8,2015-06-23T12:03:02,utf-8-sig
ANIMO_testbank/RuurloGrass/Input/BOUNDARY.INP,2037,6e808d06,d5f441cc439aacad72faf2e720cbdb6408e63932bb7c8cf27292542632cdd915,2004-06-23T14:33:04,utf-8-sig
ANIMO_testbank/RuurloGrass/Input/GENERAL.INP,10020,68bbd704,5b7e202fb314761c613f2ef71ae56966fa83bc2108252424c8e8cca3b1d1708d,2015-06-23T15:10:48,utf-8-sig
ANIMO_testbank/RuurloGrass/Input/GENERAL_4.0.INP,3354,4e62169e,19d973de813d60f15316a1c3adaa2252ea9d60da56214c04b46b04c5c169b8e0,2012-08-31T10:03:56,cp1252
ANIMO_testbank/RuurloGrass/Input/INITIAL.INP,6099,c4a9ad90,6c54217498b02d339b07461b15058d019d9c324701445e3faadb8ee137616c9a,2012-08-31T09:17:34,utf-8-sig
ANIMO_testbank/RuurloGrass/Input/MANAGEMENT.INP,3324,ecc966d5,b1856c7793bb66271108dd3363252dd4c04cb3023b8b55df0a3b188702efa094,2012-08-31T09:25:42,utf-8-sig
ANIMO_testbank/RuurloGrass/Input/MATERIAL.INP,4193,6de8fb43,03857e4681cc83fe84c054ac1b1e1cd3df91c9b5204f7f8bc70962d14033c507,2012-08-31T09:13:54,utf-8-sig
ANIMO_testbank/RuurloGrass/Input/MATERIAL_oud.INP,10732,fa8dd907,7c3258ba50fbf8757e0f3d6f62b670d66ef0ca031f4e8dce0899ea6c3e1427d4,2005-12-13T10:38:42,utf-8-sig
ANIMO_testbank/RuurloGrass/Input/PLANT.INP,2937,9b888c10,9c5f359f355f3b1c6d745fc788e1e51c48a9ff362873954aa6239de7fe9e8027,2005-12-12T17:28:10,utf-8-sig
ANIMO_testbank/RuurloGrass/Input/SOIL.INP,3284,ac2a7659,97881a83a8da46c6ac28694bfc6e2a5540584b1af9d753603e66d1c4deb36da4,2012-08-31T09:18:18,cp1252
ANIMO_testbank/RuurloGrass/Input/SWATRE.UNF,888148,51d6b958,36d8dbeee7a46c769026c7441ea607160a715768571ba3e048b32ee2ace74d13,1997-04-15T13:56:22,binary_or_unknown
ANIMO_testbank/RuurloGrass/RunRuurloGrass.cmd,113,13666db1,b425e6e15750a3fec24202f90ceca4ad8423c9124c7382f5960a95a3bfe4772c,2019-01-21T15:02:48,utf-8-sig
ANIMO_testbank/STONE_akk_0006.2001.2015/animo.ini,328,b0dca0e5,c3f161b6f5ca3cba61c41cd195cc25e258c2bb791a2ef9803f29e9dfdd33f9da,2026-07-10T12:17:28,utf-8-sig
ANIMO_testbank/STONE_akk_0006.2001.2015/input/boundary.inp,1722,7c3fd717,8ec6d12bb0c5b2cc5d810ad5fcd5c6b1dc0fc6540f9ce71a20d57a126a822f9f,2026-01-08T15:06:40,utf-8-sig
ANIMO_testbank/STONE_akk_0006.2001.2015/input/CHEMPAR.INP,1327,18963c40,b591c59110ce33dfc0ff7ad55e57431b7335d9c4834b4a283a0c8d26ae275c3d,2011-07-11T15:34:14,utf-8-sig
ANIMO_testbank/STONE_akk_0006.2001.2015/input/Crop_ext.inp,54278,d3edeea0,45a64da39762fd06abaa0f9e01d120d3ec451defcba241c1c10e1f4720c318d6,2026-01-08T15:06:42,utf-8-sig
ANIMO_testbank/STONE_akk_0006.2001.2015/input/GENERAL.INP,10043,56dd2bbe,371b0e7b08e6bcc113bdcb4a327ed9f45feb45634b3af951ee4e53d61091b300,2026-07-10T12:17:52,utf-8-sig
ANIMO_testbank/STONE_akk_0006.2001.2015/input/GG2.log,286838,c95306e2,36c467653b107452753b0a710d62033e589add232a33d1e28a9231e1deac2ca9,2026-01-08T15:06:42,utf-8-sig
ANIMO_testbank/STONE_akk_0006.2001.2015/input/INITIAL.INP,15728,3f5f74f2,906ccae6116448ada9bd02ed87440f0a2a6e81d8d4d132b5f7cac7586addfb47,2026-01-08T15:06:40,utf-8-sig
ANIMO_testbank/STONE_akk_0006.2001.2015/input/Management.inp,108106,12062cff,2b76d1be5bda5138863b9a6175331c1859f15a59cf449cc945766a260e805a3a,2026-01-08T15:06:40,utf-8-sig
ANIMO_testbank/STONE_akk_0006.2001.2015/input/MATERIAL.INP,6999,237745e4,989844d28e3027254b2738265a0819a8fe2dc7dbb2a2a1bd44d71c8cd06c4623,2016-07-04T13:05:36,utf-8-sig
ANIMO_testbank/STONE_akk_0006.2001.2015/input/Mebot.INP,9430,43ae7b00,79a4f23bce0a344a689e736d9fd4fcee6bd184962fa585641d1ca346e9c62f58,2026-01-08T15:06:42,utf-8-sig
ANIMO_testbank/STONE_akk_0006.2001.2015/input/Mebot_param.inp,17832,86b3963b,47a961236a352913ef5a0a642f40046c11c7bbc2b80807fa54b137ae30f2ebc9,2011-07-11T15:34:14,utf-8-sig
ANIMO_testbank/STONE_akk_0006.2001.2015/input/Plant.INP,1258,18ec4079,9481872f818fac74eb830a610e6f2b66ce4fb2107aa52edb39f46573aed0b5a5,2017-11-07T15:44:56,utf-8-sig
ANIMO_testbank/STONE_akk_0006.2001.2015/input/Soil.inp,1807,6bd8ff4a,7990d12060d55f9d61c25dc1978c92a4fa1a0c6fd6f60deb622aaab28f785f12,2026-01-08T15:06:40,utf-8-sig
ANIMO_testbank/STONE_akk_0006.2001.2015/input/SWATRE.UNF,542064,764c79ba,04f736bce565cd911f48f90c6f420959ec13135bee48300d8d3a0234b6e4a528,2024-10-14T10:26:54,binary_or_unknown
ANIMO_testbank/Zuiderzeeland_MeeuwenTocht_1_Akkerbouw_AWA/animo.ini,326,e2aae38a,757f5a41d2929406317f3da5cb0fd609db1e3cd45973b8e6b2e000761f48f8a0,2026-07-09T15:51:02,utf-8-sig
ANIMO_testbank/Zuiderzeeland_MeeuwenTocht_1_Akkerbouw_AWA/Input/boundary.inp,690,02ebecef,42c8d38bc7845f183ee9b49103b8d31e6c66060c3208fd34cc27de7f574f94c8,2018-09-13T11:55:06,utf-8-sig
ANIMO_testbank/Zuiderzeeland_MeeuwenTocht_1_Akkerbouw_AWA/Input/CHEMPAR.INP,1327,18963c40,b591c59110ce33dfc0ff7ad55e57431b7335d9c4834b4a283a0c8d26ae275c3d,2011-07-11T15:34:14,utf-8-sig
ANIMO_testbank/Zuiderzeeland_MeeuwenTocht_1_Akkerbouw_AWA/Input/GENERAL.INP,9931,1ea83f3d,095d7dcc9fc3e0954467162f5caad6e65bb1b32bf29c6204089e561dc56415de,2026-08-10T15:01:18,utf-8-sig
ANIMO_testbank/Zuiderzeeland_MeeuwenTocht_1_Akkerbouw_AWA/Input/INITIAL.INP,15728,2a70f9d5,f47dcbc7905f1d9d4b8b36def6e993e5f5ab31ebfd419b57a758e1f63c3e3937,2018-07-18T15:08:44,utf-8-sig
ANIMO_testbank/Zuiderzeeland_MeeuwenTocht_1_Akkerbouw_AWA/Input/initial.out,15728,b3d04ce8,f2983dd7648f98081ba66a88b5426808e387521e07e237e27c9fa408481807ed,2018-10-15T16:44:54,utf-8-sig
ANIMO_testbank/Zuiderzeeland_MeeuwenTocht_1_Akkerbouw_AWA/Input/Management.inp,679,74a6786e,2a58536c1f1b1ae7a1dcbccca5a39695078c3dbc705b6bcd6b944d8ebfbec1ab,2018-10-09T15:16:56,utf-8-sig
ANIMO_testbank/Zuiderzeeland_MeeuwenTocht_1_Akkerbouw_AWA/Input/Management_mtAWA.inp,713,0cc39752,08561f1ace685a465603ef1a73f2722dbf5560f6394bd5b90d32a28c2c9ac530,2018-09-25T15:27:56,utf-8-sig
ANIMO_testbank/Zuiderzeeland_MeeuwenTocht_1_Akkerbouw_AWA/Input/Management_orig.inp,123339,5da14d4a,1ef3577703beb229e4a5fa47504188894349c61204ae20b3a31ad278cc543e8e,2018-08-05T14:24:50,utf-8-sig
ANIMO_testbank/Zuiderzeeland_MeeuwenTocht_1_Akkerbouw_AWA/Input/MATERIAL.INP,6120,f2c5c7f8,a2af34b5bb07761aff80b5437991ea22870949b649f7ae31c2fdd2c1f77aa83d,2018-09-06T11:29:52,utf-8-sig
ANIMO_testbank/Zuiderzeeland_MeeuwenTocht_1_Akkerbouw_AWA/Input/Plant.INP,8016,8ef3d777,5d290ea73f88d2452932959df03a979f1e9243625e80729f5a7164dda31bd27b,2026-07-07T13:52:18,utf-8-sig
ANIMO_testbank/Zuiderzeeland_MeeuwenTocht_1_Akkerbouw_AWA/Input/Soil.inp,1807,6f03fa31,dc596adda8c275051b6a74bc73e5ee13adf22ca6dabba46c9188dc2a093b2997,2018-07-18T15:06:06,utf-8-sig
ANIMO_testbank/Zuiderzeeland_MeeuwenTocht_1_Akkerbouw_AWA/Input/SWAP.bun,1099176,489ac4b2,b50aa994c52169845cc9b31deac80dca5938524dd0eeaf204ebcd968124d2d44,2018-10-11T11:04:48,binary_or_unknown
